"corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","PEDRO HERNANDO FLOREZ PORRAS","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ISABEL CRISTINA ZULETA LOPEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ALEX XAVIER FLOREZ HERNANDEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","CLARA EUGENIA LOPEZ OBREGON","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ROBERT NULL DAZA GUEVARA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","YULY ESMERALDA HERNANDEZ SILVA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","WILSON NEBER ARIAS CASTILLO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","GLORIA INES FLOREZ SCHNEIDER","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","CESAR AUGUSTO PACHON ACHURY","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","SANDRA YANETH JAIMES CRUZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","PAULINO NULL RIASCOS RIASCOS","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JAEL NULL QUIROGA CARRILLO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","CARLOS ALBERTO BENAVIDES MORA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","CATALINA DEL SOCORRO PEREZ PEREZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JULIO CESAR ESTRADA CORDERO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","FERNEY NULL SILVA IDROBO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","EDWIN NULL PALMA EGEA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","SONIA SHIRLEY BERNAL SANCHEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","NIKA DUNIEZHKA CUELLAR CUENCA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ANGELICA NULL VERBEL LOPEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","DOMINGO JOSE AYALA ESPITIA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ALEXANDER NULL CHALA SAENZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","LUZ MARINA BERNAL PARRA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","MARY LUZ HERRAN CARDENAS","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","EDWARD STEVEN LIBREROS MAMBY","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","MARIA CONSUELO AHUMADA BELTRAN","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","CARLOS EDUARDO TORO AVILA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ANA CONSTANZA OSPINA GIRALDO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ELSI GABRIELA ANGULO ESPAÑA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ALVARO LEON CARDONA SALDARRIAGA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","GENER ALEXANDER USUGA NULL","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JOAQUIN ANTONIO BAENA AREVALO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","BELEN NULL ALARCON ALARCON","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ALFREDO NULL ACOSTA ZAPATA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","MARIA EUGENIA RIVERA CARMONA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ALVARO NULL VILLARRAGA SARMIENTO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","MARGARITA CECILIA GULFO SUAREZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","LUIS FERNANDO RENDON MERINO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JACQUELINE NULL CASTILLO PEÑA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","NEMIAS NULL GOMEZ PEREZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","EVA CAROLINA MADRID TORRES","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","FERNANDO JOSE FONSECA SIERRA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","TERESA CONSUELO CARDONA GUERRERO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","FABIO IVAN DIAZ GONZALEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","NORMA LILIANA PILLIMUE SALAMANCA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","OSCAR GERARDO SALAZAR MUÑOZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JOSE FREDDY MOSQUERA YEPEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","STALIN ANTONIO BALLESTEROS GARCIA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","PEDRO JOSSE VELASCO TUMIÑA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ALBERTO MANUEL GASCON GIRALDO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","GALA YOLANDA MARTINEZ ACOSTA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","WILDER NULL NAVARRO QUINTERO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","ALHENA NULL CAICEDO FERNANDEZ","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","VICTOR ELIAS COPETE QUINTO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JESUS LACIDES MOSQUERA ANDRADE","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","CLAUDIA BIBIANA CABRERA ROBERTO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","EMIRO DEL CARMEN ROPERO SUAREZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","MARY NULL JURADO PALOMINO","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","HEMELSON NULL MAYO LOZANO","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","RAFAEL ANTONIO BALLEN MOLINA","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JACQUELINE NULL CASTILLO PEÑA","F","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JORGE ANDRES CHARRY GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JOSE LEONIDAS VALENZUELA NULL","M","COALICIONES"
"SENADO","NACIONAL","PACTO HISTÓRICO - SENADO NACIONAL","JHON HENRY SANCHEZ CHAPARRO","M","COALICIONES"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","JOSE MIGUEL SANTAMARIA URIBE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","CARLOS IGNACIO CUERVO VALENCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","ANGELA NULL VELEZ ESCALLON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","FERNANDO NULL TOLOZA COLORADO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","CARLOS ALBERTO CUARTAS QUICENO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","MARTHA ISABEL CETINA CUELLAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","GABRIEL JAIME HURTADO RESTREPO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","OSCAR HERNAN URREA ARISTIZABAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","FRANCISCO ARISTIDES NOGUERA ROCHA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","HECTOR ORLANDO BONILLA TOCORA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","D'HUBERTHY NULL CARDONA LONDOÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","LIDA BEATRIZ SALAZAR MORENO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","ERIKA PATRICIA PIEDRAHITA PINEDA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","NOHORA ELVIRA PINZON MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","LUCIANO ALEJANDRO VELEZ ARROYAVE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO DE SALVACION NACIONAL","JACIBE NULL CHAPARRO MONTOYA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","LUIS ALEJANDRO GUZMAN LOZANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","CARLOS ENRIQUE GIL PEREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","ROBERTO DE JESUS SUAREZ RODRIGUEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","DORA CECILIA HERNANDEZ OROZCO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","MARIA ELODIA VIRGUEZ LIEVANO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","MARIO NULL AREVALO ALVAREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","DIEGO FERNANDO PINILLA MORA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","YINA ANDREA RIVERA TORRES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","HELEN GIZZELLE GARCIA HERRERA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","LILIAN YANET SANCHEZ SANCHEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","MARIA EUGENIA ARROYAVE ESPINAL","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","CAROLINA NULL MCCORMICK SANDOVAL","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","WILDER RENE CASTIBLANCO MANDON","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","LUIS FERNANDO MEZA VALENCIA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","ROBERTO NULL DIAZ GONZALEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","BEATRIZ ALICIA GIL CORREA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","PEDRO DIXON CAHUACHE RIVERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","GUSTAVO ENRIQUE ROJANO AMADOR","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","GINNA MARCELA QUIROZ AGUAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","MARIA CONSUELO CAÑON VELASQUEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","JHON FREDY CORREA BUITRAGO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","JAVIER ALONSO CASTRO SOLIS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","MATIAS RODOLFO ROBAYO MARQUEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","ILDA ESPERANZA JAIMES PABON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","TERESA NULL BAUTISTA DUQUE","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","GUILLERMO NULL ALZATE PARRA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","JAVIER ANTONIO GUERRERO MOSQUERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","LEONARDO DARIO RAMIREZ DAVID","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","LUIS CARLOS BRAY TOVAR","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","NORIDA ESPERANZA JACOME SANCHEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","HECTOR JUNIOR CASTAÑEDA AREVALO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","WILMER GERMAN NARVAEZ DURAN","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","ALEXANDER RENE MORA ROCHA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","DEISSY MARIA LOPEZ ESTRADA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","FELICIA NULL BLANCO CANTILLO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","CESAR AUGUSTO CADENA SOLANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","ELIZABETH NULL GIRALDO GIRALDO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","LIZA YOMARA GARCIA REYES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","JESSICA VIVIANA OBANDO CORREAL","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","JESSICA SAMANTHA PEREIRA HOOKER","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","MAGANY DEL CARMEN BELALCAZAR ORTEGA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","LORENA MARIA BAUTISTA RIQUETT","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","LADY LORENA ROBAYO CARDENAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","JURY CONSUELO ESPITIA ALARCON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","MAYRA INGRID GOMEZ CASTAÑEDA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","ROCIO NULL NIETO ALARCON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","CINDY CAROLINA NAVARRO ARZUZA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","MEDARDO ALONSO PATIÑO PATIÑO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","JUAN DAVID GONZALEZ GONZALEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","GABRIEL FERNANDO MEJIA OROZCO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","JUAN JACOBO AGUDELO GALEANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","ANDRES MAURICIO MARIN CORREA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","GILBERTO NULL TOBON SANIN","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","LAURA ANDREA GUERRERO LOPEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","RAFAEL ALEJANDRO MARTINEZ NULL","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","TULIA MARIA DE LAS MERCEDES BARRETO GURISATTI","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","HOLLMAN FELIPE MORRIS RINCON","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","DALILA NULL HERNANDEZ PERICO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","RAFAEL NULL MOTTA MALDONADO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ANA DALILA GOMEZ BAOS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","EMIRO NULL ARIAS BUENO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","D' ANGELA SHIRLEY MAESTRE OÑATE","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JORGE MIGUEL GUEVARA FRAGOZO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","EDITH DAYANARA SALAS MORELO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","PATRICIA LUCERO GUZMAN DIAZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","WILBERTH NULL RIVAS HINESTROZA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MARIA ROSA PALOMINO ARBOLEDA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
