"codigo_dane","descripcion"
"2421","Asesor de empresas"
"2421","Consultor administrativo"
"2421","Consultor de gestión"
"2421","Consultor de negocios"
"2421","Especialista en eficiencia empresarial"
"2421","Facilitador de calidad"
"2421","Inspector de calidad de servicios"
"2422","Profesionales en políticas de administración"
"2422","Analista de estrategia"
"2422","Analista de inteligencia"
"2422","Analista de política de vivienda "
"2422","Analista de política gubernamental de tesorería"
"2422","Analista de política laboral"
"2422","Analista de políticas"
"2422","Analista de seguridad política"
"2422","Analista político"
"2422","Asesor de política pública"
"2422","Asesor político"
"2422","Censor de gobierno"
"2422","Censor de película"
"2422","Consultor de planificación de la atención de salud"
"2422","Consultor de política de seguridad"
"2422","Consultor de política social"
"2422","Consultor de programas de salud"
"2422","Consultor organizacional"
"2422","Especialista en investigación parlamentaria"
"2422","Especialista en política de seguridad"
"2422","Especialista en política pública"
"2422","Funcionario de inteligencia"
"2422","Funcionario de programas y política de salud"
"2422","Funcionario de programas y política educativa"
"2422","Funcionario de programas y política social"
"2422","Investigador analista de política de salud"
"2422","Investigador consultor funcionario de políticas sociales de salud y de educación"
"2422","Investigador de desarrollo o análisis de la política del gobierno"
"2422","Investigador de políticas de la salud"
"2422","Investigador de programas y política de salud"
"2422","Investigador de revisión de políticas "
"2422","Oficial de inteligencia"
"2422","Planificador social"
"2422","Profesional en políticas de administración"
"2423","Profesionales de gestión de talento humano"
"2423","Analista de empleos"
"2423","Analista de estudio del trabajo"
"2423","Analista de gestión humana"
"2423","Analista de ocupaciones"
"2423","Analista de puestos de trabajo"
"2423","Analista de salarios"
"2423","Analista de trabajo"
"2423","Analista ocupacional"
"2423","Árbitro de relaciones laborales"
"2423","Asesor de carreras"
"2423","Asesor de empleo"
"2423","Asesor de orientación profesional"
"2423","Asesor de recursos humanos"
"2423","Asesor de relaciones laborales"
"2423","Cazatalentos"
"2423","Conciliador de relaciones laborales"
"2423","Conciliador en el lugar de trabajo"
"2423","Conciliador laboral"
"2423","Consejero de adaptación laboral "
"2423","Consejero de empleo"
"2423","Consejero de orientación profesional"
"2423","Consejero de readaptación laboral"
"2423","Consejero educativo de orientación vocacional"
"2423","Consultor de empleo"
"2423","Consultor de personal"
"2423","Consultor de reclutamiento"
"2423","Consultor de recursos humanos"
"2423","Entrevistador para empleo"
"2423","Especialista de personal"
"2423","Especialista en orientación profesional"
"2423","Especialista en personal"
"2423","Especialista en reclutamiento"
"2423","Especialista en reclutamiento ejecutivo"
"2423","Especialista en relaciones laborales"
"2423","Experto en recolocación"
"2423","Experto en recolocación laboral"
"2423","Experto en recursos humanos"
"2423","Funcionario de reclutamiento y selección de personal"
"2423","Mediador laboral"
"2423","Profesional de gestión de talento humano"
"2423","Profesional de recursos humanos"
"2424","Profesionales en formación y desarrollo de personal"
"2424","Analista evaluador de desempeño"
"2424","Asesor de capacitación"
"2424","Consultor de competencias laborales"
"2424","Consultor de formación y desarrollo de personal"
"2424","Coordinador de capacitación"
"2424","Entrenador ejecutivo"
"2424","Especialista en desarrollo de fuerza de trabajo"
"2424","Especialista en desarrollo de fuerza laboral"
"2424","Especialista en desarrollo de personal"
"2424","Evaluador de competencias laborales"
"2424","Funcionario de desarrollo de personal"
"2424","Funcionario de entrenamiento"
"2424","Instructor de desarrollo de personal"
"2424","Profesional de desarrollo de personal"
"2424","Profesional de formación"
"2431","Profesionales de la publicidad y la comercialización"
"2431","Analista de estudio de mercados "
"2431","Analista de investigación de mercados"
"2431","Analista de mercadeo"
"2431","Analista de mercados"
"2431","Asesor de publicidad"
"2431","Autor publicitario"
"2431","Consultor de investigación de mercado"
"2431","Consultor de mercadeo"
"2431","Consultor de publicidad"
"2431","Creativo de publicidad"
"2431","Ejecutivo de cuenta en mercadeo"
"2431","Ejecutivo de cuenta en publicidad"
"2431","Especialista en comercialización"
"2431","Especialista en mercadeo"
"2431","Especialista en métodos de promoción en ventas"
"2431","Especialista en publicidad"
"2431","Gerente de cuenta en mercadeo"
"2431","Gerente de cuenta en publicidad"
"2431","Gestor de la comunidad de Internet"
"2431","Gestor de mercadeo digital y redes sociales"
"2431","Investigador de mercado"
"2431","Investigador de mercados"
"2431","Mercadotecnista"
"2431","Profesional de comercialización"
"2431","Publicista"
"2431","Redactor de anuncios de publicidad"
"2431","Redactor de anuncios publicitarios"
"2431","Redactor de campañas publicitarias"
"2431","Redactor publicitario"
"2432","Profesionales de relaciones públicas"
"2432","Agente promotor de relaciones públicas"
"2432","Analista de comunicaciones excepto de ordenadores"
"2432","Asesor de comunicaciones"
"2432","Cabildero"
"2432","Consultor de comunicaciones"
"2432","Consultor de relaciones públicas"
"2432","Ejecutivo de cuenta de relaciones públicas"
"2432","Escritor de promoción de relaciones públicas"
"2432","Especialista en asuntos públicos"
"2432","Especialista en enlace de prensa"
"2432","Especialista en información pública"
"2432","Especialista en relaciones públicas"
"2432","Funcionario de enlace de prensa"
"2432","Funcionario de relaciones públicas "
"2432","Gerente de cuenta de relaciones públicas"
"2432","Profesional de relaciones públicas"
"2432","Promotor de relaciones públicas"
"2432","Redactor de promoción de relaciones públicas"
"2432","Redactor de relaciones públicas"
"2432","Relacionista público"
"2432","Relator de relaciones públicas"
"2432","Secretario de prensa"
"2433","Profesionales de ventas técnicas y médicas (excluyendo las TIC)"
"2433","Agente de ventas de ingeniería"
"2433","Agente de ventas médicas"
"2433","Agente de ventas técnicas excepto las TIC"
"2433","Asesor de ventas técnicas excepto las TIC"
"2433","Consultor de ventas de ingeniería"
"2433","Consultor de ventas técnicas excepto las TIC"
"2433","Ejecutivo de cuenta de ventas de productos farmacéuticos"
"2433","Ejecutivo de cuenta de ventas de productos industriales"
"2433","Ejecutivo de cuenta de ventas de productos médicos"
"2433","Ejecutivo de cuenta de ventas técnicas excepto las TIC"
"2433","Gerente de cuenta de ventas de productos farmacéuticos"
"2433","Gerente de cuenta de ventas de productos industriales"
"2433","Gerente de cuenta de ventas de productos médicos"
"2433","Ingeniero de ventas excepto las TIC"
"2433","Profesional de ventas médicas"
"2433","Profesional de ventas técnicas excepto las TIC"
"2433","Representante de ventas de ingeniería"
"2433","Representante de ventas de instrumental médico"
"2433","Representante de ventas de maquinaria pesada"
"2433","Representante de ventas de productos industriales"
"2433","Representante de ventas de productos médicos y farmacéuticos"
"2433","Representante de ventas médicas"
"2433","Representante de ventas técnicas excepto las TIC"
"2433","Supervisor de ventas técnicas excepto las TIC"
"2433","Vendedor de ingeniería"
"2433","Vendedor de ventas técnicas excepto las TIC"
"2433","Visitador médico"
"2434","Profesionales de ventas de tecnología de la información y las comunicaciones"
"2434","Agente de ventas de sistemas de computación"
"2434","Agente de ventas de tecnología de la información"
"2434","Agente de ventas de tecnología de las comunicaciones"
"2434","Agente de ventas técnicas de TIC"
"2434","Asesor de ventas técnicas de TIC"
"2434","Consultor de ventas de sistemas informáticos"
"2434","Consultor de ventas de tecnologías de la información"
"2434","Consultor de ventas técnicas de TIC"
"2434","Ejecutivo de cuenta de ventas de tecnología de la información y las comunicaciones"
"2434","Ejecutivo de cuenta de ventas técnicas de las TIC"
"2434","Ejecutivo de ventas de tecnología de la información y las comunicaciones"
"2434","Gerente de cuenta de las TIC"
"2434","Gerente de cuenta de tecnología informática"
"2434","Gerente de cuenta de ventas de tecnología de la información y las comunicaciones"
"2434","Gerente de desarrollo de negocios de las TIC"
"2434","Ingeniero de ventas de TIC"
"2434","Profesional de ventas de tecnología de la información y las comunicaciones"
"2434","Representante de ventas de computadores"
"2434","Representante de ventas de equipos de comunicación"
"2434","Representante de ventas de las TIC"
"2434","Representante de ventas de sistemas informáticos"
"2434","Representante de ventas de software"
"2434","Representante de ventas de tecnologías de la información"
"2434","Representante de ventas de tecnologías de las comunicaciones"
"2434","Representante de ventas técnicas de TIC"
"2434","Supervisor de ventas técnicas de TIC"
"2434","Vendedor de sistemas informáticos"
"2434","Vendedor de tecnología de la información"
"2434","Vendedor de tecnología de las comunicaciones"
"2434","Vendedor de ventas técnicas de TIC"
"2511","Analistas de sistemas"
"2511","Analista de diseño de sistemas empresariales"
"2511","Analista de empresas TIC"
"2511","Analista de informática"
"2511","Analista de negocios TI"
"2511","Analista de procesamiento de información"
"2511","Analista de sistemas"
"2511","Analista de sistemas de computadores"
"2511","Analista de sistemas de información"
"2511","Analista de sistemas de ordenadores"
"2511","Analista de sistemas informáticos"
"2511","Analista de TI Tecnologías de la información empresariales"
"2511","Analista informático para análisis de negocio"
"2511","Analista SAP"
"2511","Arquitecto de información para análisis de negocio"
"2511","Arquitecto de soluciones de negocios"
"2511","Arquitecto de soluciones empresariales"
"2511","Arquitecto empresarial para análisis de negocio"
"2511","Científico informático"
"2511","Consultor de negocios de tecnologías de la información"
"2511","Consultor de sistemas"
"2511","Consultor de sistemas informáticos"
"2511","Diseñador de sistemas de las TIC"
"2511","Diseñador de sistemas informáticos"
"2511","Diseñador de sistemas TI"
"2511","Informático"
"2511","Ingeniero de análisis y diseño de sistemas"
"2511","Ingeniero de cómputo"
"2511","Ingeniero de procesos de negocio de tecnología de la información"
"2511","Ingeniero de sistemas"
"2511","Ingeniero de sistemas análisis y diseño"
"2511","Ingeniero de sistemas e informática"
"2511","Ingeniero de sistemas y computación"
"2511","Ingeniero de sistemas y telecomunicaciones"
"2511","Ingeniero de soporte computación"
"2511","Tecnólogo de información en análisis de negocio "
"2511","Tecnólogo de informática"
"2512","Desarrolladores de software"
"2512","Analista de aplicaciones de sistemas informáticos"
"2512","Analista de programas informáticos"
"2512","Analista de sistemas informáticos aplicaciones"
"2512","Analista de software"
"2512","Analista programador"
"2512","Analista programador sénior"
"2512","Desarrollador de aplicaciones informáticas excepto web"
"2512","Desarrollador de sistemas"
"2512","Desarrollador de software"
"2512","Diseñador de programas informáticos"
"2512","Diseñador de software"
"2512","Ingeniero de aplicaciones por computador "
"2512","Ingeniero de desarrollo software"
"2512","Ingeniero de sistemas computacionales"
"2512","Ingeniero de software"
"2512","Ingeniero de software computacional"
"2512","Ingeniero de software y comunicaciones"
"2512","Ingeniero en sistemas computacionales"
"2512","Programador analista"
"2513","Desarrolladores web y multimedia"
"2513","Arquitecto de información computable de sitios web"
"2513","Arquitecto de sitios web"
"2513","Consultor de internet de desarrollo de sitios web"
"2513","Consultor de internet de programación"
"2513","Desarrollador de aplicaciones computacionales en internet"
"2513","Desarrollador de aplicaciones computacionales en la web"
"2513","Desarrollador de aplicaciones de internet"
"2513","Desarrollador de aplicaciones web"
"2513","Desarrollador de dhtml"
"2513","Desarrollador de html"
"2513","Desarrollador de internet"
"2513","Desarrollador de internet multimedia"
"2513","Desarrollador de juego de ordenador"
"2513","Desarrollador de juego por computador"
"2513","Desarrollador de multimedia"
"2513","Desarrollador de página web"
"2513","Desarrollador de programas en Adobe flash"
"2513","Desarrollador de sitios web"
"2513","Desarrollador de software internet"
"2513","Desarrollador de software web"
"2513","Desarrollador de videojuego"
"2513","Desarrollador interactivo"
"2513","Desarrollador web"
"2513","Especialista en multimedia"
"2513","Ingeniero de internet de desarrollo de sitios web"
"2513","Ingeniero programador de internet"
"2513","Programador de animaciones"
"2513","Programador de aplicaciones de Internet"
"2513","Programador de dhtml"
"2513","Programador de html"
"2513","Programador de internet"
"2513","Programador de juegos de computador"
"2513","Programador de multimedia"
"2513","Programador de página web"
"2513","Programador de sitio web"
"2513","Programador de web"
"2513","Programador informático de internet"
"2513","Programador informático de juegos"
"2513","Programador informático de página web"
"2513","Programador informático de sitio web"
"2514","Programadores de aplicaciones"
"2514","Ingeniero de sistemas programador"
"2514","Programador de aplicaciones"
"2514","Programador de aplicaciones informáticas"
"2514","Programador de sistemas"
"2514","Programador de sistemas informáticos"
"2514","Programador de sistemas operativos"
"2514","Programador de software"
"2514","Programador informático"
"2519","Desarrolladores y analistas de software y multimedia no clasificados en otros grupos primarios"
"2519","Analista computacional de pruebas de software"
"2519","Analista de aseguramiento de la calidad de los computadores"
"2519","Analista de aseguramiento de la calidad informática"
"2519","Analista de negocio de pruebas de software"
"2519","Analista de prueba de software"
"2519","Analista de software de pruebas"
"2519","Coordinador de proyecto informático"
"2519","Coordinador de prueba de programas"
"2519","Coordinador de prueba de software"
"2519","Gerente de despliegue de tecnología de información y comunicaciones TIC"
"2519","Gerente de lanzamiento de proyectos TIC"
"2519","Gerente de lanzamiento de sistemas TIC"
"2519","Probador de sistemas"
"2519","Probador de software"
"2519","Programador informático de pruebas de aplicaciones"
"2519","Programador informático de pruebas de software"
"2521","Diseñadores y administradores de bases de datos"
"2521","Administrador de base de datos"
"2521","Administrador de datos"
"2521","Analista de base de datos"
"2521","Arquitecto de bases de datos"
"2521","Desarrollador de base de datos"
"2521","Diseñador de bases de datos"
"2521","Gerente de base de datos"
"2521","Programador de base de datos"
"2522","Administradores de sistemas"
"2522","Administrador de centro de cómputo"
"2522","Administrador de computadores y de sistemas"
"2522","Administrador de red"
"2522","Administrador de red de área extendida WAN"
"2522","Administrador de redes y sistemas"
"2522","Administrador de sistemas computacionales"
"2522","Administrador de sistemas de equipos informáticos"
"2522","Administrador de sistemas de TI"
"2522","Administrador de sistemas informáticos"
"2522","Administrador de sistemas Unix"
"2522","Analista de infraestructura y administración de sistemas"
"2522","Consultor de sistemas de información y de gestión "
"2522","Consultor de sistemas informáticos y de administración"
"2522","Consultor de tecnología de la información y de administración de sistemas"
"2522","Consultor de tecnología de la información y de administración de sistemas Unix"
"2522","Consultor de tecnología de la información y de sistema de gestión "
"2522","Coordinador de plataforma tecnológica y sistemas de información"
"2522","Coordinador de servicios de información del sistema informático de gestión"
"2522","Especialista en apoyo de administración de la red"
"2522","Especialista en redes y sistemas de gestión informático"
"2522","Especialista en sistemas de apoyo de la administración informática"
"2522","Especialista en sistemas informáticos y de gestión"
"2522","Especialista en tecnología de administración de sistemas"
"2522","Gerente de sistemas de información y de administración de sistemas"
"2522","Gerente de sistemas informáticos y de administración de sistemas"
"2522","Gerente de tecnología de la información y de administración de sistemas"
"2522","Ingeniero del servidor"
"2522","Tecnólogo de información y administración de sistemas "
"2523","Profesionales en redes de computadores"
"2523","Analista de comunicaciones de computadores"
"2523","Analista de comunicaciones informáticas"
"2523","Analista de red"
"2523","Analista de redes y sistemas"
"2523","Analista de sistemas informáticos comunicación de datos"
"2523","Analista de transmisiones de sistemas informáticos"
"2523","Ingeniero de sistemas redes y comunicación de datos"
"2523","Profesional en redes de computadores"
"2523","Programador de comunicaciones"
"2523","Programador de comunicaciones de computadores"
"2523","Tecnólogo de redes y comunicación de datos"
"2529","Profesionales en bases de datos y en redes de computadores no clasificados en otros grupos primarios"
"2529","Administrador de seguridad informática"
"2529","Analista de minería de datos"
"2529","Analista de seguridad de computadores"
"2529","Analista de seguridad de datos"
"2529","Analista de seguridad de las TIC"
"2529","Auditor de sistemas"
"2529","Auditor de tecnología de la información"
"2529","Científico de minería de datos"
"2529","Consultor de análisis forense digital"
"2529","Consultor de minería de datos"
"2529","Consultor de seguridad de datos"
"2529","Consultor de seguridad de equipo informático"
"2529","Consultor de seguridad de las TIC"
"2529","Consultor de seguridad informática"
"2529","Especialista en análisis forense digital"
"2529","Especialista en minería de datos"
"2529","Especialista en seguridad de información"
"2529","Especialista en seguridad de las TIC"
"2529","Especialista en seguridad informática"
"2529","Especialista forense digital"
"2529","Minero de datos"
"2611","Abogados"
"2611","Abogado"
"2611","Abogado acusador"
"2611","Abogado civilista"
"2611","Abogado jurídico"
"2611","Abogado laboralista"
"2611","Abogado legal"
"2611","Abogado litigante"
"2611","Abogado penal y criminología"
"2611","Abogado penalista"
"2611","Agregado legal"
"2611","Asesor jurídico"
"2611","Asesor legal"
"2611","Asesor legislativo"
"2611","Consejero jurídico"
"2611","Consejero legal"
"2611","Fiscal"
"2611","Jurisconsulto"
"2611","Jurista"
"2611","Jurista abogado"
"2611","Licenciado en derecho"
"2611","Litigante"
"2611","Procurador"
"2611","Redactor parlamentario"
"2611","Socio abogado"
"2612","Jueces"
"2612","Jefe de justicia"
"2612","Juez civil"
"2612","Juez de corte suprema"
"2612","Juez de familia"
"2612","Juez de jurisdicción ordinaria"
"2612","Juez de menores"
"2612","Juez de tribunal"
"2612","Juez jurista"
"2612","Juez municipal"
"2612","Juez o magistrado"
"2612","Juez penal"
"2612","Juez penal municipal "
"2612","Magistrado"
"2612","Presidente de tribunal"
"2612","Presidente de tribunal supremo"
"2612","Presidente del tribunal de justicia "
"2612","Presidente del tribunal superior"
"2619","Profesionales en derecho no clasificados en otros grupos primarios"
"2619","Árbitro de apelaciones de reclamaciones de seguridad social"
"2619","Comisario de familia"
"2619","Escribano forense"
"2619","Forense"
"2619","Juez de instrucción"
"2619","Jurista con excepción de abogado o juez"
"2619","Jurista excepto abogado o juez"
"2619","Notario"
"2621","Archivistas y curadores de arte"
"2621","Administrador de expedientes"
"2621","Administrador de registros"
"2621","Archivero"
"2621","Archivero de documentos históricos"
"2621","Archivista"
"2621","Archivista de documentos históricos"
"2621","Catalogador de obras en galería de arte"
"2621","Catalogador de piezas de museo"
"2621","Conservador"
"2621","Conservador de galería de arte"
"2621","Conservador de museo"
"2621","Curador de arte"
"2621","Curador de galería de arte"
"2621","Curador de museo"
"2621","Curador de piezas de museo "
"2621","Especialista en ciencias de la información y la documentación"
"2621","Gestor de datos"
"2621","Gestor de información"
"2621","Gestor de registros"
"2621","Restaurador curador"
"2622","Bibliotecarios, documentalistas y afines"
"2622","Bibliógrafo"
"2622","Bibliotecario"
"2622","Bibliotecólogo"
"2622","Catalogador"
"2622","Catalogador de material bibliográfico"
"2622","Científico de la información"
"2622","Documentalista"
"2622","Especialista en información"
"2631","Economistas"
"2631","Analista de economía empresarial"
"2631","Analista de política económica"
"2631","Analista económico"
"2631","Asesor de política económica"
"2631","Asesor económico"
"2631","Consejero económico"
"2631","Consultor de desarrollo comercial"
"2631","Consultor de desarrollo económico"
"2631","Consultor de desarrollo industrial"
"2631","Consultor de industria turística"
"2631","Consultor de mercados"
"2631","Consultor funcionario de desarrollo económico y comercial"
"2631","Consultor investigador analista de política económica"
"2631","Econometrista"
"2631","Economista"
"2631","Economista de agricultura"
"2631","Economista de comercio internacional"
"2631","Economista de desarrollo"
"2631","Economista de econometría"
"2631","Economista de finanzas"
"2631","Economista de impuestos"
"2631","Economista de industria"
"2631","Economista de inversión "
"2631","Economista de precios"
"2631","Economista del trabajo"
"2631","Economista laboral"
"2631","Funcionario de desarrollo económico del gobierno"
"2631","Investigador económico"
"2631","Macroeconomista"
"2632","Sociólogos, antropólogos y afines"
"2632","Antropólogo"
"2632","Arqueólogo"
"2632","Científico social"
"2632","Consultor de programas de rehabilitación social"
"2632","Criminalista"
"2632","Criminólogo"
"2632","Etnógrafo"
"2632","Etnólogo"
"2632","Geógrafo"
"2632","Geógrafo de geografía económica"
"2632","Geógrafo de geografía física"
"2632","Geógrafo de geografía política"
"2632","Investigador de política social "
"2632","Investigador social"
"2632","Patólogo social"
"2632","Sociólogo"
"2632","Sociólogo de educación"
"2632","Sociólogo de política"
"2632","Sociólogo jurídico"
"2632","Sociólogo laboral"
"2633","Filósofos, historiadores y especialistas en ciencias políticas"
"2633","Científico político"
"2633","Filósofo"
"2633","Futurólogo"
"2633","Genealogista"
"2633","Historiador"
"2633","Historiador de ciencias sociales"
"2633","Historiador de historia económica"
"2633","Historiador de historia política"
"2633","Investigador de ciencias políticas"
"2633","Investigador de la paz"
"2633","Investigador de políticas"
"2633","Politólogo"
"2634","Psicólogos"
"2634","Analista psicológica"
"2634","Psicoanalista"
"2634","Psicólogo"
"2634","Psicólogo clínico"
"2634","Psicólogo comunitario"
"2634","Psicólogo de experimentos"
"2634","Psicólogo de servicios sociales"
"2634","Psicólogo deportivo"
"2634","Psicólogo educativo"
"2634","Psicólogo escolar"
"2634","Psicólogo industrial "
"2634","Psicólogo organizacional"
"2634","Psicometrista"
"2634","Psicoterapeuta"
"2634","Terapeuta psicológico"
"2635","Profesionales del trabajo social y consejeros"
"2635","Agente de libertad condicional"
"2635","Asesor de comunidades indígenas"
"2635","Asesor social"
"2635","Consejero de duelo"
"2635","Consejero de familia"
"2635","Consejero de matrimonio"
"2635","Consejero de rehabilitación"
"2635","Consejero de víctimas de agresión sexual"
"2635","Consejero en adicciones"
"2635","Consejero en asalto sexual"
"2635","Consejero en problemas de adicción"
"2635","Consejero infantil y juvenil"
"2635","Consejero matrimonial"
"2635","Consejero profesional"
"2635","Consultor de desarrollo comunitario"
"2635","Consultor de familia"
"2635","Coordinador de bienestar universitario"
"2635","Coordinador de trabajo social "
"2635","Funcionario de bienestar social del distrito"
"2635","Funcionario de libertad condicional"
"2635","Funcionario de libertad probatoria"
"2635","Funcionario probatorio"
"2635","Organizador de bienestar de las mujeres"
"2635","Organizador de servicios de asistencia a la mujer"
"2635","Orientador consultor de familia"
"2635","Orientador de familia"
"2635","Profesional de asistencia social "
"2635","Profesional de bienestar social "
"2635","Profesional de trabajo social"
"2635","Profesional de libertad vigilada"
"2635","Profesional de centro comunitario"
"2635","Psicoeducador"
"2635","Recaudador profesional de fondos de caridad"
"2635","Terapeuta de duelo"
"2635","Terapeuta de familia"
"2635","Terapeuta de relaciones"
"2635","Terapeuta de sexo"
"2635","Terapeuta del matrimonio"
"2635","Trabajador social"
"2635","Trabajador social consultor de familia"
"2635","Trabajador social de libertad condicional"
"2635","Trabajador social profesional"
"2635","Trabajador social profesional de prevención de la delincuencia "
"2635","Trabajador social psiquiátrico"
"2635","Trabajador social servicio psiquiátrico"
"2635","Tutor profesional de internado en escuela correccional"
"2635","Tutora profesional"
"2635","Tutora profesional de internado en escuela correccional"
"2635","Visitador social"
"2636","Profesionales religiosos"
"2636","Abad"
"2636","Abadesa"
"2636","Arcediano"
"2636","Arcipreste"
"2636","Arzobispo"
"2636","Bonzo"
"2636","Bonzo o sacerdote budista"
"2636","Canónico"
"2636","Capellán"
"2636","Cardenal"
"2636","Coadjutor"
"2636","Cura "
"2636","Diácono"
"2636","Hafiz"
"2636","Imam o guía espiritual islámico"
"2636","Imán"
"2636","Khatib del islam"
"2636","Madre superiora"
"2636","Maulana líder musulmán"
"2636","Ministro de confesión religiosa"
"2636","Ministro de culto"
"2636","Ministro de religión"
"2636","Misionero"
"2636","Monseñor"
"2636","Mufti"
"2636","Mullah"
"2636","Obispo"
"2636","Párroco"
"2636","Pastor"
"2636","Pastor evangelizante"
"2636","Pastor protestante"
"2636","Presbítero"
"2636","Prior"
"2636","Pujari"
"2636","Pujari o sacerdote hindú"
"2636","Qari"
"2636","Rabino"
"2636","Rector de religión "
"2636","Sacerdote"
"2636","Sacerdote budista"
"2636","Sacerdote misionero"
"2636","Talapoin monje budista birmano"
"2636","Teólogo"
"2636","Vicario"
"2641","Autores y otros escritores"
"2641","Autor"
"2641","Autor de libros"
"2641","Autor teatral"
"2641","Autor técnico"
"2641","Biógrafo"
"2641","Comunicador técnico"
"2641","Dramaturgo"
"2641","Editor"
"2641","Editor de continuidad"
"2641","Editor de corrección de textos"
"2641","Editor de guión"
"2641","Editor de libros"
"2641","Ensayista"
"2641","Escritor"
"2641","Escritor científico"
"2641","Escritor creativo"
"2641","Escritor de canción"
"2641","Escritor de continuidad"
"2641","Escritor de cuento"
"2641","Escritor de discursos"
"2641","Escritor de documentación"
"2641","Escritor de drama"
"2641","Escritor de guía"
"2641","Escritor de guión"
"2641","Escritor de libretos"
"2641","Escritor de medios interactivos"
"2641","Escritor de novelas"
"2641","Escritor de poesía"
"2641","Escritor de teatro"
"2641","Escritor dialoguista"
"2641","Escritor ensayista "
"2641","Escritor lírico"
"2641","Escritor técnico"
"2641","Guionista"
"2641","Indexador"
"2641","Indexador o indizador"
"2641","Libretista"
"2641","Literato"
"2641","Novelista"
"2641","Poeta"
"2641","Redactor de discursos"
"2641","Redactor de textos para medios interactivos"
"2641","Redactor técnico"
"2642","Periodistas"
"2642","Analista de noticias"
"2642","Columnista"
"2642","Comentarista de actualidad"
"2642","Comentarista de deportes"
"2642","Comentarista de noticias"
"2642","Comentarista de radio"
"2642","Comentarista de televisión"
"2642","Comentarista improvisado"
"2642","Comunicador social"
"2642","Coordinador de prensa"
"2642","Corrector"
"2642","Corrector de estilo"
"2642","Corresponsal de medios de comunicación"
"2642","Corresponsal de prensa"
"2642","Crítico"
"2642","Crítico de arte"
"2642","Crítico de cine"
"2642","Crítico de música"
"2642","Crítico de radio"
"2642","Crítico de teatro"
"2642","Crítico de televisión"
"2642","Crítico literario"
"2642","Cronista"
"2642","Cronista de deportes"
"2642","Editor de crónicas"
"2642","Editor de deportes"
"2642","Editor de moda"
"2642","Editor de noticias"
"2642","Editor de periódicos"
"2642","Editor de prensa"
"2642","Editor de producción"
"2642","Editor de publicaciones periódicas"
"2642","Editor de revistas"
"2642","Editor en jefe"
"2642","Editor extranjero"
"2642","Editor financiero"
"2642","Editor político"
"2642","Editorialista"
"2642","Entrevistador de televisión"
"2642","Entrevistador en medios de comunicación"
"2642","Escritor de artículos"
"2642","Escritor de blogs"
"2642","Escritor de periódico"
"2642","Jefe de redacción"
"2642","Periodista"
"2642","Periodista de crímenes"
"2642","Periodista de modas"
"2642","Periodista de noticias de TV y radio"
"2642","Periodista de prensa"
"2642","Periodista de radio"
"2642","Periodista de televisión"
"2642","Periodista deportivo"
"2642","Periodista reportero"
"2642","Productor de noticias de televisión o radio "
"2642","Productor de noticias de TV y radio"
"2642","Productor de noticiero de televisión"
"2642","Redactor"
"2642","Redactor citadino"
"2642","Redactor de medios de comunicación"
"2642","Redactor de medios informativos"
"2642","Redactor de política"
"2642","Redactor de prensa"
"2642","Redactor de prensa extranjera"
"2642","Redactor de revistas"
"2642","Redactor deportivo"
"2642","Redactor económico"
"2642","Redactor jefe adjunto o subeditor"
"2642","Redactor jefe de prensa"
"2642","Reportero"
"2642","Reportero de deportes"
"2642","Reportero de investigación"
"2642","Reportero de medios de comunicación"
"2642","Reportero de moda"
"2642","Reportero de noticias"
"2642","Reportero de noticias de televisión o radio "
"2642","Reportero de prensa"
"2642","Reportero económico"
"2643","Traductores, intérpretes y otros lingüistas"
"2643","Escritor de diccionario"
"2643","Etimologista"
"2643","Filólogo"
"2643","Filólogo de fonética"
"2643","Filólogo de grafología"
"2643","Filólogo de morfología"
"2643","Fonólogo"
"2643","Grafólogo"
"2643","Intérprete"
"2643","Intérprete de conferencias "
"2643","Intérprete de lenguaje de señas"
"2643","Intérprete de lenguaje de signos"
"2643","Intérprete de sordos "
"2643","Intérprete para personas sordas"
"2643","Lexicógrafo"
"2643","Lingüista"
"2643","Morfologista"
"2643","Semasiólogo"
"2643","Subtitulador"
"2643","Terminologista "
"2643","Traductor"
"2643","Traductor de documentos técnicos"
"2643","Traductor literario"
"2643","Traductor revisor"
"2643","Traductor simultáneo"
"2651","Escultores, pintores artísticos y afines"
"2651","Acuarelista"
"2651","Artista de afiche"
"2651","Artista de cerámica"
"2651","Artista de paisaje"
"2651","Artista gráfico"
"2651","Artista pintor"
"2651","Artista visual"
"2651","Caricaturista"
"2651","Caricaturista y dibujante cómico e historietista"
"2651","Conservador restaurador del patrimonio cultural "
"2651","Dibujante artístico"
"2651","Dibujante caricaturista"
"2651","Dibujante de historietas"
"2651","Escultor"
"2651","Escultor modelador"
"2651","Escultor pintor artístico"
"2651","Grabador de aguafuerte artístico"
"2651","Humorista gráfico"
"2651","Ilustrador artístico"
"2651","Muralista"
"2651","Pintor artístico"
"2651","Pintor de arte"
"2651","Pintor de miniaturas"
"2651","Pintor paisajista"
"2651","Pintor retratista"
"2651","Restaurador de arte"
"2651","Restaurador de obras de arte"
"2651","Restaurador de pinturas"
"2651","Restaurador de pinturas artísticas"
"2651","Retratista"
"2652","Compositores, músicos y cantantes"
"2652","Acompañante musical"
"2652","Acordeonista"
"2652","Adaptador musical"
"2652","Arpista"
"2652","Arreglista de música"
